id,premise,hypothesis,lang_abv,language,label
3f0d3b3723,"`` यह अफ़सोस की बात है, यह अफ़सोस की बात है। थोड़ी देर के बाद, उसने अपनी साँसें तेज कर दीं, रंग फीका कर दिया, उसके गाल फुलाए, और वह उसके सामने खड़ी हो गई।","वह शांत और शांत था, अधीरता या चिंता का कोई संकेत नहीं दिखा।",hi,Hindi,2
2e107bb871,اندھے انتباہ کے ل Ed ، ایڈ بلنگر (14 اپریل ، 2004) کے ساتھ انٹرویو دیکھیں۔,ایڈ بالنگر نے انٹرویو میں متعدد بار انتباہ کیا۔,ur,Urdu,0
9f4c41b7aa,"Wenn Sie andere Vorgänge ausführen, werden störende Nachrichten an GAO-Mitarbeiter, die Presse und die Öffentlichkeit gesendet.","Die Arbeiter nicht wissen lassen, dass ihre Stimme eine schlechte Nachricht ist.",de,German,1
6fa6cc1e1e,12HEI نے ملٹی سٹی قومی مریض ، اموات اور ہوا کی آلودگی کا مطالعہ (NMMAPS) کی سرپرستی کی۔,12 ایچ ای کا براہ راست تعلق فضائی آلودگی سے ہے۔,ur,Urdu,1
6525891980,میرے پاس ابھی بھی چھ سکے ہیں,میرے پاس ابھی بھی 6 اسکاچ وسکی ہیں۔,ur,Urdu,0
0410025426,بہرحال ، تسلط ایک خوبی ہے اور کچھ لوگ کہتے ہیں کہ اس پر مسلط نہیں کیا گیا ہے۔,جو لوگ ان کے پاس نہیں ہیں وہ اچھے لوگ سمجھے جاتے ہیں۔,ur,Urdu,1
33e4fe7416,"Wasemaji ambao wanataka kufurahisha watazamaji wanahitaji kufahamu vidokezo muhimu vya telegram na ukweli, kisha watangaze, na kisha kurudia, kutenda, kuelezea na kupamba.",Kurudia ni moja ya mambo ya kupendeza zaidi ya usemi.,sw,Swahili,0
170d9cada5,Ilinichukua kama masaa mawili hadi mawili kupata kile nilichohitaji.,Ilinichukua muda mrefu kwa sababu kitabu hicho kilikuwa kikubwa na cha kutatanisha.,sw,Swahili,1
6f070cc6d1,"Le 19 février 2003, le jugement et le résumé du jugement de la Haute Cour de la Haute Chambre de Commerce Régionale dans le procès Motassadeq, pp. 10-11.",Cette phrase n'a jamais été lue.,fr,French,2
6a59e42ad4,"ที่ไหนสักแห่งใน Prince’s Garden ในอาคารสมัยใหม่ชื่อ ""Casa de Marinos"" คุณจะพบทุกสิ่งที่เกิดขึ้นกับกองเรือ Tahoe ลึกลับของ Royal Navy",บ้านของกะลาสีเป็นอาคารโบราณที่พบในสวนของเจ้าชาย,th,Thai,2
aee633d197,"Anh ta nói đó là thuyền trưởng, và khi anh ta nói về con tàu sẽ bị đuổi theo, Đại tá Bishop đã bắt được chúng tôi.",Con tàu phía sau họ thuộc về bạn của họ.,vi,Vietnamese,2
38d620a728,آگے دیکھتے ہوئے ، جواب دہندگان میں سے ایک تہائی نے اطلاع دی ہے کہ وہ ڈیزائن کے جائزے کی تقریب کو آؤٹ سورس کرنے پر غور کر رہے ہیں۔,اگر وسائل دستیاب ہیں تو ، ایجنسی کے ان ڈیزائنوں میں نچلی سطح ہوگی۔,ur,Urdu,1
c9bc09e3a3,การแสดงออกที่ไม่คาดคิดเพื่อหลีกเลี่ยงความนับถือตนเองที่ต่ำที่เป็นไปได้ของบุคคลนั้น หรือผ่านการกระทำความผิดจากผู้ฟังบางรายหรือบุคคลภายนอก,เพื่อเรียกร้องการสูญเสีย,th,Thai,2
fe87160176,"Le traducteur de la Bible King James a traduit la Bible pour le public chrétien. Pour eux, la Bible se compose de l'Ancien Testament et du Nouveau Testament.",La version King James de la Bible contient l'Ancien et le Nouveau Testament.,fr,French,0
c5267e71d8,بالنسبة للظلم (شخص ما) - قضية اغتصاب ، السطر 1462:,لم يرتكب أحد أي خطأ.,ar,Arabic,2
4cfbff8a71,"Nchi ilisogea juu na chini kwa kasi ndogo, ikichukua papa wa kuvutia, ambayo ilifanya watalii wengi kufungua midomo yao.",Ukuta uko mahali pa wazi.,sw,Swahili,2
445face168,За всяка интервенционна система това е огромно предизвикателство и огромно очакване.,Повечето интервенции са перфектни.,bg,Bulgarian,2
68c7522510,"Kompozisyona ek olarak, çoğu müzik perküsyon enstrümanlarından oluşur ve eylemleri ve kalıpları desteklemek ve yansıtmak için kullanılır.",Trampet müziği her yerde.,tr,Turkish,1
16461efa4b,"La principale figure du personnel de la Maison-Blanche de Bush est la conseillère à la sécurité nationale Condoleezza Rice, qui était membre du personnel du NSC dans l'administration George H.W.",Condoleezza Rice était conseillère à la sécurité nationale sous l'administration Bush.,fr,French,0
0cea2a8b02,"Ваша сегодняшняя помощь будет способствовать дальнейшему укреплению благотворительного наследия Америки за счет расширения ключевых образовательных, лидерских и массовых программ центра.",Вы можете помочь нам расширить наш план продвижения.,ru,Russian,0
cbc85febd6,Οι απόφοιτοι της Ινδιανάπολης I.U. Law School στην Ιντιάνα διαθέτουν βασικές νομικές δεξιότητες και κατάλληλη νομική εκπαίδευση.,Η IU Law School διδάσκει μελλοντικούς δικηγόρους.,el,Greek,0
23133041bf,"Harvard Meydanı'nın dışında bir gece seçeneği arıyorsanız, Cambridge Caddesi'nin altındaki Hispanic Inman Meydanı'na gidin.",Harvard Meydanı geceleri mükemmel değil.,tr,Turkish,0
5fe13616c0,"सम्मेलन में पियानोवादक, आर्मस्ट्रांग ने जवाब को स्पष्ट किया और इसे मस्कट राम्बल कहा, क्या मैं गलत हूं, रीड?","लिखित स्कोर के बिना, पियानोवादक गाना नहीं जारी रख सकता है।",hi,Hindi,2
8539061193,Giá trị ở đâu trong thế giới của sự thật?,Không có gì để giải quyết.,vi,Vietnamese,2
66e191f450,"Kürtaja karşı argümanların çoğu, hangi konuların kürtajla ilgili olduğu etrafında dönüyor.",Bu tartışmanın kürtajla hiçbir ilgisi yok.,tr,Turkish,2
2ebd6d5815,بعد النظر حولك ، تسلق منحدر التل حتى تصل إلى مكتب المفوض ، حيث ستجد سلسلة من المناظر الجميلة للساحل المحيط. ترسانة الحرب المعقدة المتبقية,لا يمكن رؤية الساحل من أعلى الجبل.,ar,Arabic,2
3e3fa583fb,Като колекция от мачове,Това същото ли е като съответните спестявания?,bg,Bulgarian,0
a866ad149f,ایف بی آئی کی تحقیقاتی رپورٹ ، جینیفر اسٹینگل کے ساتھ انٹرویو ، 14 ستمبر 2001۔,جینیفر اسٹنگل (جینیفر اسٹنگل) کا ایف بی آئی نے انٹرویو لیا۔,ur,Urdu,0
aeea2c0799,"Binafsi, hakika mimi ni wa maoni ya Wolverstone.",Ninakubali kwamba sikukubaliana na Wolfstone hapo awali.,sw,Swahili,1
1b23e0392e,"İki adet 900 MWe, sekizgen T-şekilli yanma mühendisliği ekipmanı, yaklaşık% 1.5 bitümlü kömür içeren kömürü yakar.",Ünite diğer ünitelere göre daha az kükürtlü bitümlü kömür yakar.,tr,Turkish,1
74268daf91,شاکر کی شناخت ہسپانوی حکام نے فراڈے ہلیری کے نام سے کی۔,شاکر کے نام پر ایک غلطی ہے ، جو کئی سالوں سے کسی کا دھیان نہیں ہے۔,ur,Urdu,1
0eacd08b38,"$ 100 या अधिक के विज्ञापन अभियानों में आपके योगदान के लिए धन्यवाद। हम आपको और हमारे मेहमानों को गुरुवार, 23 मार्च, 2000 को 5: 30-8: 00 बजे तक हेरॉन हॉल में एक विशेष स्वागत समारोह में शामिल होने के लिए आमंत्रित करते हैं।","यदि आप इस आयोजन में $ 100 या अधिक दान करते हैं, तो हम आपको और आपके मेहमानों को एक विशेष स्वागत समारोह में आमंत्रित करेंगे।",hi,Hindi,0
c2c5bca76a,96 الاباء والمدربون ينتقدون ولا يهتفون ولا يتركون اللاعبين ينسون الفشل الذي تسبب في توتر معين بين بعض اللاعبين الشباب,يجب ألا يسبب المدربون صعوبات للرياضيين الشباب.,ar,Arabic,1
855b13ba2e,تمتلئ الشوارع حول مايوركا وفالنسيا وبروفانس بالمحلات التجارية المثيرة للاهتمام.,المحلات التجارية في الشوارع المجاورة ممتعة للغاية.,ar,Arabic,0
a4cefef1e6,"L'industrie aéronautique a fait des progrès, mais une surveillance à long terme est nécessaire.","Bien que des progrès à court terme aient été réalisés, une attention à long terme reste nécessaire.",fr,French,0
afd4c80b88,"Es ist einfach, weißt du, schau, du hast ein Problem.",Es wird dir gut gehen!,de,German,2
60860583c6,"Ну, я пойду туда сегодня утром, ну, я не могу вспомнить, что задавал вопрос, а потом он вошел, ну, ну.","Я не ходил сегодня, поэтому не видел его.",ru,Russian,2
22526e9ed8,Langurs na macaque yenye mkia mrefu ni wanyama wengine wa porini.,Kuna nyani 200 hapo.,sw,Swahili,1
a67c424e22,"Pete, medio vestido con camisa y pantalones, se apoyó en la barandilla y lo miró con una expresión franca y justa inolvidable.",Pete lleva camiseta y pantalones.,es,Spanish,0
10bbe55d7c,سی آئی اے نے بعد میں وہائٹ ​​ہاؤس کو مزید باقاعدہ تشخیص فراہم کیا,سی آئی اے نے وہائٹ ​​ہاؤس کو بتایا جو انھیں ملا ہے,ur,Urdu,0
ca4e3426fc,"En l'absence de retrait formel de la requête, les procureurs inscrits à la Cour fédérale sont toujours responsables de répondre à toutes les questions qui peuvent se poser du point de vue de l'éthique et des règles des tribunaux.","S'il n'y a pas de motion de retrait, l'avocat est responsable de toute réponse.",fr,French,0
505e10da4d,"Ведущий путеводитель по Риму в Италии осторожно указал, что это здание называют Колизей Квадрато, Колизей.",Это дом с привидениями.,ru,Russian,1
e62a546da1,"27 yürüyüş parkurunun en iyisi, John Deer Gölü'ne giden Glasgow Gölü Yolu ve Beulach Ban Şelaleleri ve Fransız Dağı çevresindeki parkurlardır.",Bütün bu yollar araba ile birbirinden bir saat uzaklıkta.,tr,Turkish,1
90b105f31e,"Uçak alev alsa bile, radyasyon sızdırması için yanması nedeniyle kurşun parçalarının eritilmesi gerekir.","Uçak yandıktan sonra, transfer parçasından radyasyon sızacaktır.",tr,Turkish,0
93c5af635d,"Bununla birlikte, bugün Amerika Birleşik Devletleri'ndeki son siyah çağda bile, gazete olumsuz medya eleştirmenlerini cezbetti.","USA Today'in kârına rağmen, gazete hala medyadaki olumsuz haberleriyle tanınıyor.",tr,Turkish,0
dc00e46bb5,"Изненадващо, тази аномалия се запазва дори в много съвременни ресурси.",Тази аномалия някога е съществувала и вече съществува.,bg,Bulgarian,0
2505e91586,"Системата за човешки ресурси беше обединена и бързо беше определена нова фирмена структура, която да осигурява непрекъсната подкрепа за разширената клиентска база.",Създадена е фирмената структура.,bg,Bulgarian,0
02f10977f3,Der Übersetzer der King James Bible hat die Bibel für christliche Leser übersetzt. Für sie besteht die Bibel aus dem Alten Testament und dem Neuen Testament.,Die King James Bibel enthält nur das Alte Testament.,de,German,2
4b0a331b72,"Asıl önemli olan, aslında dünyada çok fazla Miloseviç olmamasıdır.",Dünyada birçok Miloseviç var.,tr,Turkish,2
6e68bde6ad,"Justo después de Boot, encontrará el final del ferrocarril Ravenglass y Eskdale, también conocido como La'al Ratty.",Las botas están lejos de todos los trenes.,es,Spanish,2
442d57a2f7,"झोपड़ी में, वह एक कुर्सी पर गिर गया और विस्फोट हो गया, और हिंसा पूरी तरह से उसके स्वभाव से बाहर थी।",वह केबिन में हरी कुर्सी पर बैठा था।,hi,Hindi,1
51d7ea00bf,"Godzilla, ""erken türlerin"" komşuları için bu türe göre daha uygunsa, o türün bir bitkisi ise, o tür kendi nişinde yok olacak ve yerine Godzilla kullanılacaktır.","Teknik olarak konuşursak, türlerin nesli tükenemez.",tr,Turkish,2
b67bf557cc,انفجرت كرة وقود الطائرات وعطلت مجموعة من المصاعد,تراكم وقود السيارات على الأرض ولم يشتعل.,ar,Arabic,2
f542590eb6,นอกจากนี้ยังมีรางวัลเกียรติยศสำหรับมนุษยชาติ,ในกรณีนี้มนุษย์ไม่มีข้อได้เปรียบ,th,Thai,2
3912a780af,"Para conocer la creencia de que los pilotos y los helicópteros no permanecen en el aire, consulte ""Entrevista del Departamento de Policía de Nueva York sobre la aviación 12"" (March.",NYPD no concedió una entrevista.,es,Spanish,2
ad3a3e8291,"Si el dipolo cambia de dirección para acercarse al suelo en un estado u otro, la energía de todo el sistema disminuirá.",Invertir la dirección del dipolo requiere energía.,es,Spanish,1
392b1ccdfd,"Доклад за разузнаване, разпит на задържани, 2 декември 2001 г.",Докладът за разузнаването е написан на 3 декември 2001 г.,bg,Bulgarian,1
2ae482c482,"Örneğin, bazılarının kullanılan ekipmandan veya oyunun oynandığı alandan açıkça kaldırılmış varyantları vardır.","Tüm sporlar, sporda kullanılan ekipmanlara göre adlandırılır.",tr,Turkish,2
426a4bb4b5,"Tüm bunları bildiğimde, bildiğimde, bu eksik monofoniyi her zaman bileceğim",Kimin sesi olduğunu bilmiyorum.,tr,Turkish,2
821d0602ae,Το Skeat θα αγνοήσει την ειδοποίηση σε αυτήν την περίπτωση και θα επιτεθεί ξανά κάποια στιγμή στο μέλλον.,Το Skeat μελετάει σημειώσεις κάθε μέρα.,el,Greek,1
914b6c6dae,"Oh, das ist der Snake River, es gibt viele Schlangen im Snake River",In Snake River gibt es viele Schnappschildkröten.,de,German,1
4cfdf1c37b,"Нюйоркските сенатори и конгресмени все още заявиха, че одобряват законопроекта, защото са впечатлени от силната подкрепа за законопроекта.","Щат Ню Йорк има повече сенатори, отколкото други щати.",bg,Bulgarian,1
3025bdb458,"Ma grand-mère est née en 1910, c'était une petite fille.","Ma grand-mère est née 10 ans plus tard, au tournant du siècle.",fr,French,0
7c89de8134,"Ramzi Yousef und Khalid Sheikh Mohammed planten 1995 die Verschwörung des Flugzeugs in Manila, und KSM half bei der Finanzierung von Josephs Versuch, das World Trade Center 1993 in die Luft zu jagen.","1993 wurde versucht, das World Trade Center in die Luft zu jagen.",de,German,0
d290240fa9,В началото на 1991 г. спомените от студентските дни на университета в Индиана бяха възродени.,Завършилите припомниха опита си по време на обучение в Университета в Индиана.,bg,Bulgarian,0
0685316ce3,"Ce ne sont peut-être pas les personnes les plus intelligentes du monde, mais elles sont gentilles et intéressées par les personnes qui veulent apprendre.","Ils sont vraiment intelligents, mais quand ils ne savent pas grand-chose des autres, ils jouent stupidement.",fr,French,1
54b939c340,وصل Haznavi (الرحلة 93) و Will Ashley (الرحلة 11) إلى ميامي من لندن في 8 يونيو 2001 ، وهو نفس مسار الرحلات الثلاث السابقة.,كلتا الرحلتين تذهبان إلى نفس المطار.,ar,Arabic,1
1c0c467f4d,ہندوستانی سکیٹنگ ڈیوٹن پارک میں واقع ڈائیٹ آئس ایرینا اور انڈر گراؤنڈ شاپنگ مال میں ہے جو مرچنٹ اور چینی گلوبل ہوٹل (جینگ واج دوجی) سے منسلک ہے۔,اسکیٹنگ کی کوئی جگہ نہیں ہے۔,ur,Urdu,2
7812d86604,"Jumba la Civic na Burudani, nambari ya simu ni 01-7282333, inayoitwa Megaron huko Vas.",Megaron (Megaron) ndio ukumbi mkubwa zaidi wa sherehe nchini.,sw,Swahili,1
b8e0e6f7f4,"Конечно, здесь много яхтенных сцен, элегантных и романтичных.","Обслуживание больших яхт обходится очень дорого, потому что они требуют регулярного обслуживания и большого количества топлива.",ru,Russian,1
b82cc3ad67,"Do sự rộng rãi của luật thuế Indiana, bất kỳ khoản đóng góp nào cho trường đại học dưới 200 đô la sẽ chỉ được tính cho bạn chỉ một nửa số tiền đó - ít hơn khoản khấu trừ cho khoản hoàn thuế liên bang của bạn.",Luật thuế của Indiana giúp dễ dàng quyên góp cho các trường đại học.,vi,Vietnamese,0
8c99b16478,Θα είμαστε εντός εμβέλειας πριν περπατήσουμε άλλο μισό μίλι. Ο Wolfstone ορκίζεται προσεκτικά και ξαφνικά τίθεται υπό έλεγχο.,"Όταν ο Wolfstone συνειδητοποίησε ότι είχαν μισό μίλι για να πυροβολήσουν, ήταν καταραμένοι.",el,Greek,0
88356861e6,"Ồ, nhưng-nếu anh ta rời đi, tất nhiên, Đại tá Bishop sẽ không sợ bất cứ điều gì.","Đại tá Bishop nói vài câu, rất là chán ghét.",vi,Vietnamese,2
80317c914a,أعرف بالضبط ما أفعله ، وأنا أفهم جزئيًا ، على الأقل ، ربما يحفزك احترامك لي.,قبل أن تفعل ، يجب أن تفكر في الأمر.,ar,Arabic,0
040d759c80,Ne yaptığınızı tamamen anlıyorum ve kendiniz için düşünmek için uyanmış olabileceğinizi kısmen anlıyorum.,"Bana söylemediğini düşünsen bile, yine de geminin batmasına izin vereceksin, çünkü bu beni üzebilir.",tr,Turkish,1
75e2c3e08d,"Eine andere, völlig andere Art von Fallschirm und ein Vogel, der mit mehr als der dreifachen Schallgeschwindigkeit von mehr als 22.000 Meilen pro Stunde fliegt.",Es werden nur 10.000 Meilen pro Stunde zurückgelegt.,de,German,2
1fe7871abb,"Llegaron a la conclusión de que no hubo pasajeros involucrados en los ataques del 11 de septiembre, y desde entonces no se ha encontrado evidencia que cambie esta conclusión.",Creyeron que ningún pasajero estuvo involucrado en el ataque.,es,Spanish,0
5b24560b16,أثبت اللغويون أن أول لغة عالمية للتواصل (أطلق عليها العديد من اللغويين كلغة عالمية للتواصل في البحر الأبيض المتوسط) تم استخدامها بالفعل قبل بداية الحملة الصليبية الأولى عام 1096.,يتحدث أول لغة عالمية في البحر الأبيض المتوسط.,ar,Arabic,1
0f89842985,¿Has leído la empresa?,"¿Ha leído ""The Soft""?",es,Spanish,2
b6898b2837,"Lenny Bruce alianza kuomba msamaha kwa njia hii-nilinukuu kumbukumbu mbaya-kuendelea kwa uhalifu, magonjwa, maumivu na kifo kunifanya, Albert Schweitzer na J. Edgar Hoover (J. Edgar Hoover) walishika biashara.",Bruce aliomba msamaha sana.,sw,Swahili,1
1a28fa73a0,लेकिन आपको अन्य प्रकार के भोजन पसंद हैं,आपको विभिन्न राष्ट्रीय व्यंजनों को आजमाना चाहिए।,hi,Hindi,1
d523dbc3e1,"Um, oh, ella es genial, eres tú, sabes que es un personaje, se sentará con cualquiera, jugará con cualquiera",Ella está dispuesta a sentarse o jugar con cualquiera.,es,Spanish,0
e17a5cb56a,ฉันยังมีอุปสรรคหนึ่งหรือสองอย่าง ชายที่ยิ้มและเลือดออกมาที่กระท่อม,มีเลือดอยู่ในกระท่อมของเขา,th,Thai,0
b26f1da5a7,Tôi dành thời gian để nghi ngờ điều đó. Giọng của chủ nhân không lớn chút nào.,Người chủ trì nói một cách chắc chắn.,vi,Vietnamese,0
f4bef7ba19,شاید آپ کو اس جرم کے بارے میں معلوم ہوگا ، اور آپ کے لوگ آپ کا ٹی وی چوری کریں گے اور اسے فروخت کردیں گے کیونکہ یہ وہ کام نہیں کرسکتا ہے جس کی آپ کو خبر نہیں ہے۔,اس سے جرائم میں کمی آئے گی۔,ur,Urdu,2
094a6fbe2a,"Das Nationaltheater und die Konzerthalle (Tel.: 01-7282333, normalerweise Megaron genannt) befinden sich in Vas.",Mejialong ist ein Bahnhof,de,German,2
3eaf81675c,"Sí, que tengas un buen verano.","Sí, que tengas un buen verano.",es,Spanish,0
c82811dc75,"L'atmosphère n'y est pas facile, les problèmes de langue peuvent vous décevoir, mais au moins vous pouvez avoir un aperçu de la société de consommation chinoise.","Pas besoin de s'inquiéter de la langue, tout le monde parle anglais de toute façon.",fr,French,2
4f91c51115,"James Whitcomb Riley, Eugene V. Debs và C.J.",Eugene Debs không bao giờ rời California.,vi,Vietnamese,2
7e414e2888,"Sanırım iyi tahmin ettim, uyuşturucu testi hakkındaki tüm hislerimi gerçekten sıraladığımı bilmiyorum. Ah, uyuşturucu kullanımını asla düşünmedim, bu kesinlikle doğru.",Sorun yaşamadan uyuşturucu testine girmemi istiyorum.,tr,Turkish,1
0517b41b6c,Nhiệt độ nước biển dao động từ 18e đến 24e (64-75e F).,"Nhiệt độ của nước biển luôn thay đổi, nhưng nó không xuống dưới điểm đóng băng.",vi,Vietnamese,0
9dadd2df75,Retirer les titres de créance avant les fonds fiduciaires et les fonds spéciaux (à l'exception du fonds de roulement).,Certaines fiducies ont un fonds de roulement.,fr,French,0
50513ce527,"Последно изречение ... Разбира се, предполагаме, че не сте изпратили този документ другаде.","Разбираме, че сте публикували тази статия в пет вестника и преди.",bg,Bulgarian,2
1ad27be382,"Харальд предложил другую версию, предполагающую, что все трое поедут в Карачи вместе.","Халид сказал, что ничего не знает об этих трех вещах.",ru,Russian,2
22fce195ee,"El lingüista que escribió el libro siempre parece estar expresando sus puntos de vista, algunos de los cuales están al menos profundamente ocultos.",Los lingüistas ganan mucho dinero escribiendo libros.,es,Spanish,1
c9e62bb817,"Αξιόπιστοι, οι συνεργάτες επικεντρώνονται σε πελάτες με επιχειρηματικά αποτελέσματα",Τα μέλη μπορούν να επικεντρωθούν στους πελάτες της επιχείρησής τους.,el,Greek,0
cebea03d1d,"योजना को नुकसान को कम करने के लिए अधिग्रहण के तरीकों, कुंजी / संख्या, औपचारिक प्रशिक्षण योजनाओं और आपातकालीन योजनाओं का निर्धारण करना चाहिए।",योजना में प्रशिक्षण योजना को शामिल करने की आवश्यकता नहीं है।,hi,Hindi,2
003868a77d,"Я сказал, что это наша единственная возможность, и мы должны ею воспользоваться. Лучший вариант, который придумал Капитан Крови, был тот, который он предложил Вулверстону.",Возможности прошлые и настоящие.,ru,Russian,0
3a766f71b5,"A ce moment, le prêtre posa sa main sur sa poitrine et disparut.","Après que le prêtre ait mis la main sur le livre, il est devenu invisible.",fr,French,0
54ac6a1f15,"Merkezi İstihbarat Teşkilatı Müdür Yardımcısı John McLaughlin (John McLaughlin), toplantının kesin tarihini hatırlamasa da Moussaoui'yi Tenet'e bildirmeden birkaç gün önce aldığını söyledi.","McLaughlin, 27 yıl boyunca Merkezi İstihbarat Teşkilatı'nın müdür yardımcısı olarak görev yaptı.",tr,Turkish,1
51fee2a9f2,"Inasikika kama kipenyo cha maili tatu, na caldera inachukuliwa kuwa milipuko kubwa zaidi ya volkeno.","Kelele ya maili 2 inaweza kusababishwa na sababu anuwai, pamoja na milipuko ya volkano.",sw,Swahili,1
0f9350fb6a,"Kwa hivyo, hiyo ni kwa sasa, anaitaka leo.",Alisema anataka kuipata leo.,sw,Swahili,0
38364f1730,Luego se mudaron a Wild Duck Creek en Charlotte.,Construyeron una casa en Wild Duck Creek.,es,Spanish,1
dc1579f33e,"Alisema, usijali, chukua tu muda.",Aliniambia kwamba lazima niwe na wasiwasi mara moja.,sw,Swahili,2
8c8a89bae9,"Jemand könnte argumentieren, dass phonologische Wörter nicht in der Phonetik geschrieben werden sollten, aber die Phoneme sollten auch geändert werden, wenn auch langsamer.",Phoneme ändern sich nie im Laufe der Zeit.,de,German,2
040ad2316a,Mtu huyu alizaliwa Ujerumani.Ni tajiri na ameelimika sana.amewahi kwenda sehemu nyingi ...,"Mtu huyu alizaliwa huko Arkansas, masikini sana, hana elimu, na hakuwahi kusafiri.",sw,Swahili,2
b496488003,Время от времени занимайтесь благотворительностью. Он тихонько усмехнулся.,"Вы можете быть щедрым, - сказал он с улыбкой.",ru,Russian,0
7faee8bb79,Zusätzlich zu den Nummern- und Zustellungsstatistiken für jede der 13.212 Wohnrouten liefert CCS auch die relevante 5-stellige Postleitzahl für jede Route.,Es gibt insgesamt 13.212 Wohnwege.,de,German,0
7bd00195b8,الكلمات الباثولوجية الذاتية ، وليس الكلمات القانونية ، وليس الكلمات الاصطلاحية ، هي مقلقة ويجب تجنبها.,الذات المرضية مشكلة.,ar,Arabic,0
ff4312a50a,"Така че това, което искам да подчертая и това, което искам да кажа, е, че днес имам основателна причина да подчертая, че предлагате нещо, което не знаете как да направите, както казах тук.","Не знам как да завърша работата, която ми е възложена днес.",bg,Bulgarian,0
e92d7e6884,Một số chủ cơ sở đã đổi mới kế hoạch xây dựng của họ để giảm thiểu thời gian chết.,"Bằng cách sử dụng kế hoạch xây dựng cải tiến, bạn có thể giảm thời gian hạ cấp.",vi,Vietnamese,0
722a023fc1,คำถามของวันนี้เตือนฉันว่าครั้งเดียวและครั้งเดียวที่ฉันเข้าร่วมการประกวดคริสต์มาสที่ Radio City Music Hall ซึ่งรวมถึงบริการอื่น ๆ การประสูติของพระเยซูคริสต์มีดังนี้,ฉันไม่เคยไปโรงละคร Radio City Music Theater มาก่อน,th,Thai,2
7bc366b6cf,เขาโยนพวกเขามาที่ฉันครั้งแล้วครั้งเล่า,เขาขว้างมาที่ฉัน 48 ครั้ง,th,Thai,1
7449ec003c,Mfumo wa ulimwengu wa ufuatiliaji asili ya furaha iliyo kwenye Azimio hutoa njia asili ya kutafsiri taratibu za kisheria.,Ilani inasema kwamba unapaswa kutafuta utajiri.,sw,Swahili,2
9de918843c,"В центре площади находится гранитный Weltkugelbrunnen Иоахима Шметтау (Фонтан мира), который местные жители весело называли пельменями.",Weltkugelbrunnen изготовлен из алюминия.,ru,Russian,2
a98d64b8e0,โอ้เหมือนงูแม่น้ำหรืองูแม่น้ำที่มีงูหลายตัวอยู่,แม้ว่าชื่อของมันคืองูน้ำ แต่ก็ไม่มีงูอยู่จริง เป็นชื่อที่คล้ายกับรูปตัว S,th,Thai,2
ae32751fda,"Premièrement, les situations d'urgence peuvent offrir des possibilités d'apprentissage aux patients ayant des problèmes d'alcool.",La dysfonction érectile peut provoquer une rechute d'alcoolisme chez les patients guéris.,fr,French,2
1118fe2449,Днес тези германизми дори не са запазени в САЩ.,Днес тези германизми дори не остават на едно и също място в САЩ.,bg,Bulgarian,0
cb67c91b54,"Schließlich müssen Sie auf Erweiterungen achten, die erheblich unterschiedliche Bedeutungen haben.","Wenn Sie den Satz verlängern, kann sich die Bedeutung ändern.",de,German,0
466e391be2,Ninakubali kwamba hii ndiyo njia pekee ya kutulinda sisi sote kutokana na uharibifu ambao matendo yetu yanaweza kutusababishia.,"Mwanzoni ninaweza kuwa sababu ya shida, lakini nitapata suluhisho.",sw,Swahili,0
c6c13eb152,"1863 में, संयुक्त राज्य अमेरिका ने अभी भी अधिक परिपूर्ण गठबंधन बनाने की उम्मीद की थी, लेकिन इसके अतीत ने मूल निवासियों की प्रकृति को प्रेरित किया और उन्हें असहज बना दिया।","1863 में, देश बहुत बदल गया।",hi,Hindi,0
c2a60d2b0f,"Bununla birlikte, Barr'ın yaklaşımı neredeyse açıktır ve Amerikan aksanlarını incelemek isteyen herkes yerleşik ilkelerini iyi yönlendirebilir.",Canım birkaç aksan söyleyebilir.,tr,Turkish,1
12ba4ebcf5,"Mặc dù Rock'n'Roll nhanh như VETTE Apple Candies, FOREVER PLAID vững tin vào âm nhạc của riêng mình.",Chỉ có một số thanh thiếu niên vẫn còn nghe nhạc rock.,vi,Vietnamese,1
f7113a4018,اخطو على بعض أصابع القدم القوية,أصابع واسعة,ar,Arabic,0
b23c7636e6,Ama ekmek ve tereyağını düşünün.,"Sadece kuru üzüm ve mısır gevreğini düşünün, başka bir şey değil.",tr,Turkish,2
db0c32bb7b,"मेरी राय निश्चित रूप से हां-आपको सेवा की भावना है, जैसे आपने कॉलोनी में प्रबंधन पदों को दान किया है।",मैं आपको बता सकता हूं कि आप एक वास्तविक बेवकूफ हैं।,hi,Hindi,2
c2159d3038,Без спусъка той няма да експлодира.,Няма задействания.,bg,Bulgarian,2
6c88e22ed7,"Wie alle neu gegründeten Razzmatazz-Museen hat das Museum jedoch den Charme des perfekten Zustands antiker Autos und der ältesten Zugmeister nicht vergessen, und dieser Dampf hat tatsächlich Kanada geschaffen, das ein großer Tag des Wohlstands ist.",Im Museum stehen antike Autos.,de,German,0
bded92ff1f,"Cuando se desvaneció toda esperanza de derrocar a los talibanes, se reanudó el debate sobre la ayuda secreta a los opositores al régimen.",Se negaron a perder la esperanza de reubicar a los talibanes y aceptaron hacerlo solos.,es,Spanish,2
ff4f0a07bf,G. La carga del abogado fundador de LSC de retirarse del caso cuando se requiere que el cliente abandone los Estados Unidos.,"Si el cliente abandona el país, LSC no puede financiar al abogado.",es,Spanish,0
